candidate,regime,regime_name,seed,peg_vol,max_dev_pct,resets,haircut_pct,all_gates_pass
Robust Corridor (No D-Term),NORMAL,Normal Calibrated Market,101,2.538527412261385,0.41222929144747456,287,0.0,False
Robust Corridor (No D-Term),NORMAL,Normal Calibrated Market,202,2.962471871099357,0.4842950902767873,42,0.0,False
Robust Corridor (No D-Term),NORMAL,Normal Calibrated Market,303,2.3030287036647854,0.37110238148938546,324,0.0,False
Robust Corridor (No D-Term),NORMAL,Normal Calibrated Market,404,2.7898953370419317,0.47296203815330173,300,0.0,False
Robust Corridor (No D-Term),NORMAL,Normal Calibrated Market,505,2.9353520936919053,0.4549184130850037,224,0.0,False
Robust Corridor (No D-Term),HIGH_VOLATILITY,Turbulent High Volatility,101,2.563774294265524,0.39636066880495147,327,0.0,False
Robust Corridor (No D-Term),HIGH_VOLATILITY,Turbulent High Volatility,202,2.791218410410352,0.5433987890324898,247,0.0,False
Robust Corridor (No D-Term),HIGH_VOLATILITY,Turbulent High Volatility,303,2.6079481077998015,0.4659544265301685,357,0.0,False
Robust Corridor (No D-Term),HIGH_VOLATILITY,Turbulent High Volatility,404,2.837414031445025,0.4015888472336471,300,0.0,False
Robust Corridor (No D-Term),HIGH_VOLATILITY,Turbulent High Volatility,505,2.6514381356481596,0.4311871675772072,300,0.0,False
Robust Corridor (No D-Term),SEVERE_BEAR,Severe Bear Market,101,2.937352279399222,0.43497224541837465,327,0.0,False
Robust Corridor (No D-Term),SEVERE_BEAR,Severe Bear Market,202,2.6649255484666097,0.39450179199398416,316,15.81574041346654,False
Robust Corridor (No D-Term),SEVERE_BEAR,Severe Bear Market,303,2.57439904223433,0.410221572752989,354,0.0,False
Robust Corridor (No D-Term),SEVERE_BEAR,Severe Bear Market,404,2.6394627114588687,0.46150471405335125,167,0.0,False
Robust Corridor (No D-Term),SEVERE_BEAR,Severe Bear Market,505,2.756071003165658,0.456934546386889,292,0.0,False
Robust Corridor (No D-Term),FLASH_CRASH,Instantaneous Flash Crash (-60%),101,3.0405512492989053,0.5907364770423862,280,0.0,False
Robust Corridor (No D-Term),FLASH_CRASH,Instantaneous Flash Crash (-60%),202,2.538983327133376,0.4309134827073402,316,42.68146204425285,False
Robust Corridor (No D-Term),FLASH_CRASH,Instantaneous Flash Crash (-60%),303,2.568680711521983,0.43836719946364067,323,0.0,False
Robust Corridor (No D-Term),FLASH_CRASH,Instantaneous Flash Crash (-60%),404,2.6945110698380104,0.3653683521206208,300,0.0,False
Robust Corridor (No D-Term),FLASH_CRASH,Instantaneous Flash Crash (-60%),505,2.8088319152249954,0.4883928349370903,266,0.0,False
Robust Corridor (No D-Term),MULTI_JUMP_CASCADE,Multi-Jump Cascading Crash,101,2.5693624473729146,0.3818718505251173,327,0.0,False
Robust Corridor (No D-Term),MULTI_JUMP_CASCADE,Multi-Jump Cascading Crash,202,2.7351708696075576,0.49613612618542025,316,16.428771769542916,False
Robust Corridor (No D-Term),MULTI_JUMP_CASCADE,Multi-Jump Cascading Crash,303,2.8109923317061063,0.4754117329776264,350,0.0,False
Robust Corridor (No D-Term),MULTI_JUMP_CASCADE,Multi-Jump Cascading Crash,404,2.9316093633450406,0.5246160414179579,333,0.0,False
Robust Corridor (No D-Term),MULTI_JUMP_CASCADE,Multi-Jump Cascading Crash,505,2.801615040998441,0.569821493774314,264,0.0,False
Robust Corridor (No D-Term),V_SHAPED_RECOVERY,V-Shaped Crash & Rapid Recovery,101,2.5700307209821753,0.3885299844390788,327,7.935603182799033,False
Robust Corridor (No D-Term),V_SHAPED_RECOVERY,V-Shaped Crash & Rapid Recovery,202,2.6115917459914444,0.41211128693432464,242,0.0,False
Robust Corridor (No D-Term),V_SHAPED_RECOVERY,V-Shaped Crash & Rapid Recovery,303,2.63634477369276,0.43446141166343377,357,0.0,False
Robust Corridor (No D-Term),V_SHAPED_RECOVERY,V-Shaped Crash & Rapid Recovery,404,2.5714325972351335,0.4631784647490367,249,0.0,False
Robust Corridor (No D-Term),V_SHAPED_RECOVERY,V-Shaped Crash & Rapid Recovery,505,2.69905203267478,0.4579767820542813,344,0.0,False
