track,H_d,H_u,R,R_prime,R_tilde,sigma,crash_tolerance_pct,peg_volatility_pct,annual_reset_rate,utility_score
Tranching_Safety,0.15,2.5,0.073,0.03,0.15,0.8986,-53.40124107247394,1.2779999999999998,0.48936170212765956,98.2756028119683
Tranching_Safety,0.15,2.5,0.073,0.03,0.15,1.2,-53.40124107247394,1.7066547963498773,0.6534988232285682,90.53268389791288
Tranching_Safety,0.15,2.5,0.073,0.04,0.0,0.6,-56.52173913043478,0.8533273981749386,0.3267494116142841,107.19478938663556
Tranching_Safety,0.15,2.5,0.073,0.04,0.0,0.8986,-56.52173913043478,1.2779999999999998,0.48936170212765956,99.52380203515263
Tranching_Safety,0.15,2.5,0.073,0.04,0.0,1.2,-56.52173913043478,1.7066547963498773,0.6534988232285682,91.7808831210972
Tranching_Safety,0.15,2.5,0.073,0.04,0.1,0.6,-54.45498185224212,0.8533273981749386,0.3267494116142841,106.36808647535851
Tranching_Safety,0.15,2.5,0.073,0.04,0.1,0.8986,-54.45498185224212,1.2779999999999998,0.48936170212765956,98.69709912387557
Tranching_Safety,0.15,2.5,0.073,0.04,0.1,1.2,-54.45498185224212,1.7066547963498773,0.6534988232285682,90.95418020982015
Tranching_Safety,0.15,2.5,0.073,0.04,0.15,0.6,-53.284158763610826,0.8533273981749386,0.3267494116142841,105.89975723990598
Tranching_Safety,0.15,2.5,0.073,0.04,0.15,0.8986,-53.284158763610826,1.2779999999999998,0.48936170212765956,98.22876988842305
Tranching_Safety,0.15,2.5,0.073,0.04,0.15,1.2,-53.284158763610826,1.7066547963498773,0.6534988232285682,90.48585097436762
Tranching_Safety,0.15,2.5,0.09,0.02,0.0,0.6,-56.52173913043478,0.8533273981749386,0.3267494116142841,107.19478938663556
Tranching_Safety,0.15,2.5,0.09,0.02,0.0,0.8986,-56.52173913043478,1.2779999999999998,0.48936170212765956,99.52380203515263
Tranching_Safety,0.15,2.5,0.09,0.02,0.0,1.2,-56.52173913043478,1.7066547963498773,0.6534988232285682,91.7808831210972
Tranching_Safety,0.15,2.5,0.09,0.02,0.1,0.6,-54.86880466472304,0.8533273981749386,0.3267494116142841,106.53361560035087
Tranching_Safety,0.15,2.5,0.09,0.02,0.1,0.8986,-54.86880466472304,1.2779999999999998,0.48936170212765956,98.86262824886794
Tranching_Safety,0.15,2.5,0.09,0.02,0.1,1.2,-54.86880466472304,1.7066547963498773,0.6534988232285682,91.11970933481251
Tranching_Safety,0.15,2.5,0.09,0.02,0.15,0.6,-53.702623906705526,0.8533273981749386,0.3267494116142841,106.06714329714387
Tranching_Safety,0.15,2.5,0.09,0.02,0.15,0.8986,-53.702623906705526,1.2779999999999998,0.48936170212765956,98.39615594566092
Tranching_Safety,0.15,2.5,0.09,0.02,0.15,1.2,-53.702623906705526,1.7066547963498773,0.6534988232285682,90.6532370316055
Tranching_Safety,0.15,2.5,0.09,0.03,0.0,0.6,-56.52173913043478,0.8533273981749386,0.3267494116142841,107.19478938663556
Tranching_Safety,0.15,2.5,0.09,0.03,0.0,0.8986,-56.52173913043478,1.2779999999999998,0.48936170212765956,99.52380203515263
Tranching_Safety,0.15,2.5,0.09,0.03,0.0,1.2,-56.52173913043478,1.7066547963498773,0.6534988232285682,91.7808831210972
Tranching_Safety,0.15,2.5,0.09,0.03,0.1,0.6,-54.75218658892127,0.8533273981749386,0.3267494116142841,106.48696837003016
Tranching_Safety,0.15,2.5,0.09,0.03,0.1,0.8986,-54.75218658892127,1.2779999999999998,0.48936170212765956,98.81598101854723
Tranching_Safety,0.15,2.5,0.09,0.03,0.1,1.2,-54.75218658892127,1.7066547963498773,0.6534988232285682,91.07306210449181
Tranching_Safety,0.15,2.5,0.09,0.03,0.15,0.6,-53.58600583090378,0.8533273981749386,0.3267494116142841,106.02049606682317
Tranching_Safety,0.15,2.5,0.09,0.03,0.15,0.8986,-53.58600583090378,1.2779999999999998,0.48936170212765956,98.34950871534024
Tranching_Safety,0.15,2.5,0.09,0.03,0.15,1.2,-53.58600583090378,1.7066547963498773,0.6534988232285682,90.60658980128481
Tranching_Safety,0.15,2.5,0.09,0.04,0.0,0.6,-56.52173913043478,0.8533273981749386,0.3267494116142841,107.19478938663556
Tranching_Safety,0.15,2.5,0.09,0.04,0.0,0.8986,-56.52173913043478,1.2779999999999998,0.48936170212765956,99.52380203515263
Tranching_Safety,0.15,2.5,0.09,0.04,0.0,1.2,-56.52173913043478,1.7066547963498773,0.6534988232285682,91.7808831210972
Tranching_Safety,0.15,2.5,0.09,0.04,0.1,0.6,-54.63556851311952,0.8533273981749386,0.3267494116142841,106.44032113970947
Tranching_Safety,0.15,2.5,0.09,0.04,0.1,0.8986,-54.63556851311952,1.2779999999999998,0.48936170212765956,98.76933378822653
Tranching_Safety,0.15,2.5,0.09,0.04,0.1,1.2,-54.63556851311952,1.7066547963498773,0.6534988232285682,91.02641487417111
Tranching_Safety,0.15,2.5,0.09,0.04,0.15,0.6,-53.46938775510204,0.8533273981749386,0.3267494116142841,105.97384883650247
Tranching_Safety,0.15,2.5,0.09,0.04,0.15,0.8986,-53.46938775510204,1.2779999999999998,0.48936170212765956,98.30286148501953
Tranching_Safety,0.15,2.5,0.09,0.04,0.15,1.2,-53.46938775510204,1.7066547963498773,0.6534988232285682,90.55994257096411
Tranching_Safety,0.25,1.75,0.06,0.02,0.0,0.6,-60.0,0.7812152236812819,0.5119074115290451,108.18651235254842
Tranching_Safety,0.25,1.75,0.06,0.02,0.0,0.8986,-60.0,1.17,0.7666666666666666,100.31666666666666
Tranching_Safety,0.25,1.75,0.06,0.02,0.0,1.2,-60.0,1.5624304473625639,1.0238148230580901,92.37302470509682
Tranching_Safety,0.25,1.75,0.06,0.02,0.1,0.6,-58.13953488372092,0.7812152236812819,0.5119074115290451,107.44232630603679
Tranching_Safety,0.25,1.75,0.06,0.02,0.1,0.8986,-58.13953488372092,1.17,0.7666666666666666,99.57248062015503
Tranching_Safety,0.25,1.75,0.06,0.02,0.1,1.2,-58.13953488372092,1.5624304473625639,1.0238148230580901,91.6288386585852
Tranching_Safety,0.25,1.75,0.06,0.02,0.15,0.6,-57.0578691184424,0.7812152236812819,0.5119074115290451,107.00965999992538
Tranching_Safety,0.25,1.75,0.06,0.02,0.15,0.8986,-57.0578691184424,1.17,0.7666666666666666,99.13981431404362
Tranching_Safety,0.25,1.75,0.06,0.02,0.15,1.2,-57.0578691184424,1.5624304473625639,1.0238148230580901,91.19617235247378
Tranching_Safety,0.25,1.75,0.06,0.03,0.0,0.6,-60.0,0.7812152236812819,0.5119074115290451,108.18651235254842
Tranching_Safety,0.25,1.75,0.06,0.03,0.0,0.8986,-60.0,1.17,0.7666666666666666,100.31666666666666
Tranching_Safety,0.25,1.75,0.06,0.03,0.0,1.2,-60.0,1.5624304473625639,1.0238148230580901,92.37302470509682
Tranching_Safety,0.25,1.75,0.06,0.03,0.1,0.6,-58.03136830719306,0.7812152236812819,0.5119074115290451,107.39905967542565
Tranching_Safety,0.25,1.75,0.06,0.03,0.1,0.8986,-58.03136830719306,1.17,0.7666666666666666,99.52921398954389
Tranching_Safety,0.25,1.75,0.06,0.03,0.1,1.2,-58.03136830719306,1.5624304473625639,1.0238148230580901,91.58557202797405
Tranching_Safety,0.25,1.75,0.06,0.03,0.15,0.6,-56.94970254191454,0.7812152236812819,0.5119074115290451,106.96639336931423
Tranching_Safety,0.25,1.75,0.06,0.03,0.15,0.8986,-56.94970254191454,1.17,0.7666666666666666,99.09654768343248
Tranching_Safety,0.25,1.75,0.06,0.03,0.15,1.2,-56.94970254191454,1.5624304473625639,1.0238148230580901,91.15290572186264
Tranching_Safety,0.25,1.75,0.06,0.04,0.0,0.6,-60.0,0.7812152236812819,0.5119074115290451,108.18651235254842
Tranching_Safety,0.25,1.75,0.06,0.04,0.0,0.8986,-60.0,1.17,0.7666666666666666,100.31666666666666
Tranching_Safety,0.25,1.75,0.06,0.04,0.0,1.2,-60.0,1.5624304473625639,1.0238148230580901,92.37302470509682
Tranching_Safety,0.25,1.75,0.06,0.04,0.1,0.6,-57.92320173066523,0.7812152236812819,0.5119074115290451,107.3557930448145
Tranching_Safety,0.25,1.75,0.06,0.04,0.1,0.8986,-57.92320173066523,1.17,0.7666666666666666,99.48594735893275
Tranching_Safety,0.25,1.75,0.06,0.04,0.1,1.2,-57.92320173066523,1.5624304473625639,1.0238148230580901,91.54230539736292
Tranching_Safety,0.25,1.75,0.06,0.04,0.15,0.6,-56.841535965386704,0.7812152236812819,0.5119074115290451,106.9231267387031
Tranching_Safety,0.25,1.75,0.06,0.04,0.15,0.8986,-56.841535965386704,1.17,0.7666666666666666,99.05328105282135
Tranching_Safety,0.25,1.75,0.06,0.04,0.15,1.2,-56.841535965386704,1.5624304473625639,1.0238148230580901,91.10963909125151
Tranching_Safety,0.25,1.75,0.073,0.02,0.0,0.6,-60.0,0.7812152236812819,0.5119074115290451,108.18651235254842
Tranching_Safety,0.25,1.75,0.073,0.02,0.0,0.8986,-60.0,1.17,0.7666666666666666,100.31666666666666
Tranching_Safety,0.25,1.75,0.073,0.02,0.0,1.2,-60.0,1.5624304473625639,1.0238148230580901,92.37302470509682
Tranching_Safety,0.25,1.75,0.073,0.02,0.1,0.6,-58.256930212490566,0.7812152236812819,0.5119074115290451,107.48928443754465
Tranching_Safety,0.25,1.75,0.073,0.02,0.1,0.8986,-58.256930212490566,1.17,0.7666666666666666,99.6194387516629
Tranching_Safety,0.25,1.75,0.073,0.02,0.1,1.2,-58.256930212490566,1.5624304473625639,1.0238148230580901,91.67579679009305
Tranching_Safety,0.25,1.75,0.073,0.02,0.15,0.6,-57.17829791823967,0.7812152236812819,0.5119074115290451,107.05783151984429
Tranching_Safety,0.25,1.75,0.073,0.02,0.15,0.8986,-57.17829791823967,1.17,0.7666666666666666,99.18798583396253
Tranching_Safety,0.25,1.75,0.073,0.02,0.15,1.2,-57.17829791823967,1.5624304473625639,1.0238148230580901,91.24434387239269
Tranching_Safety,0.25,1.75,0.073,0.03,0.0,0.6,-60.0,0.7812152236812819,0.5119074115290451,108.18651235254842
Tranching_Safety,0.25,1.75,0.073,0.03,0.0,0.8986,-60.0,1.17,0.7666666666666666,100.31666666666666
Tranching_Safety,0.25,1.75,0.073,0.03,0.0,1.2,-60.0,1.5624304473625639,1.0238148230580901,92.37302470509682
Tranching_Safety,0.25,1.75,0.073,0.03,0.1,0.6,-58.14906698306548,0.7812152236812819,0.5119074115290451,107.44613914577461
Tranching_Safety,0.25,1.75,0.073,0.03,0.1,0.8986,-58.14906698306548,1.17,0.7666666666666666,99.57629345989285
Tranching_Safety,0.25,1.75,0.073,0.03,0.1,1.2,-58.14906698306548,1.5624304473625639,1.0238148230580901,91.63265149832301
Tranching_Safety,0.25,1.75,0.073,0.03,0.15,0.6,-57.07043468881457,0.7812152236812819,0.5119074115290451,107.01468622807425
Tranching_Safety,0.25,1.75,0.073,0.03,0.15,0.8986,-57.07043468881457,1.17,0.7666666666666666,99.1448405421925
Tranching_Safety,0.25,1.75,0.073,0.03,0.15,1.2,-57.07043468881457,1.5624304473625639,1.0238148230580901,91.20119858062266
Tranching_Safety,0.25,1.75,0.073,0.04,0.0,0.6,-60.0,0.7812152236812819,0.5119074115290451,108.18651235254842
Tranching_Safety,0.25,1.75,0.073,0.04,0.0,0.8986,-60.0,1.17,0.7666666666666666,100.31666666666666
Tranching_Safety,0.25,1.75,0.073,0.04,0.0,1.2,-60.0,1.5624304473625639,1.0238148230580901,92.37302470509682
Tranching_Safety,0.25,1.75,0.073,0.04,0.1,0.6,-58.04120375364039,0.7812152236812819,0.5119074115290451,107.40299385400458
Tranching_Safety,0.25,1.75,0.073,0.04,0.1,0.8986,-58.04120375364039,1.17,0.7666666666666666,99.53314816812282
Tranching_Safety,0.25,1.75,0.073,0.04,0.1,1.2,-58.04120375364039,1.5624304473625639,1.0238148230580901,91.58950620655298
Tranching_Safety,0.25,1.75,0.073,0.04,0.15,0.6,-56.9625714593895,0.7812152236812819,0.5119074115290451,106.97154093630422
Tranching_Safety,0.25,1.75,0.073,0.04,0.15,0.8986,-56.9625714593895,1.17,0.7666666666666666,99.10169525042247
Tranching_Safety,0.25,1.75,0.073,0.04,0.15,1.2,-56.9625714593895,1.5624304473625639,1.0238148230580901,91.15805328885263
Tranching_Safety,0.25,1.75,0.09,0.02,0.0,0.6,-60.0,0.7812152236812819,0.5119074115290451,108.18651235254842
Tranching_Safety,0.25,1.75,0.09,0.02,0.0,0.8986,-60.0,1.17,0.7666666666666666,100.31666666666666
Tranching_Safety,0.25,1.75,0.09,0.02,0.0,1.2,-60.0,1.5624304473625639,1.0238148230580901,92.37302470509682
Tranching_Safety,0.25,1.75,0.09,0.02,0.1,0.6,-58.409457281031706,0.7812152236812819,0.5119074115290451,107.55029526496111
Tranching_Safety,0.25,1.75,0.09,0.02,0.1,0.8986,-58.409457281031706,1.17,0.7666666666666666,99.68044957907935
Tranching_Safety,0.25,1.75,0.09,0.02,0.1,1.2,-58.409457281031706,1.5624304473625639,1.0238148230580901,91.7368076175095
Tranching_Safety,0.25,1.75,0.09,0.02,0.15,0.6,-57.334766254701776,0.7812152236812819,0.5119074115290451,107.12041885442913
Tranching_Safety,0.25,1.75,0.09,0.02,0.15,0.8986,-57.334766254701776,1.17,0.7666666666666666,99.25057316854738
Tranching_Safety,0.25,1.75,0.09,0.02,0.15,1.2,-57.334766254701776,1.5624304473625639,1.0238148230580901,91.30693120697754
Tranching_Safety,0.25,1.75,0.09,0.03,0.0,0.6,-60.0,0.7812152236812819,0.5119074115290451,108.18651235254842
Tranching_Safety,0.25,1.75,0.09,0.03,0.0,0.8986,-60.0,1.17,0.7666666666666666,100.31666666666666
Tranching_Safety,0.25,1.75,0.09,0.03,0.0,1.2,-60.0,1.5624304473625639,1.0238148230580901,92.37302470509682
Tranching_Safety,0.25,1.75,0.09,0.03,0.1,0.6,-58.30198817839871,0.7812152236812819,0.5119074115290451,107.5073076239079
Tranching_Safety,0.25,1.75,0.09,0.03,0.1,0.8986,-58.30198817839871,1.17,0.7666666666666666,99.63746193802615
Tranching_Safety,0.25,1.75,0.09,0.03,0.1,1.2,-58.30198817839871,1.5624304473625639,1.0238148230580901,91.69381997645631
Tranching_Safety,0.25,1.75,0.09,0.03,0.15,0.6,-57.22729715206878,0.7812152236812819,0.5119074115290451,107.07743121337593
Tranching_Safety,0.25,1.75,0.09,0.03,0.15,0.8986,-57.22729715206878,1.17,0.7666666666666666,99.20758552749417
Tranching_Safety,0.25,1.75,0.09,0.03,0.15,1.2,-57.22729715206878,1.5624304473625639,1.0238148230580901,91.26394356592434
Tranching_Safety,0.25,1.75,0.09,0.04,0.0,0.6,-60.0,0.7812152236812819,0.5119074115290451,108.18651235254842
Tranching_Safety,0.25,1.75,0.09,0.04,0.0,0.8986,-60.0,1.17,0.7666666666666666,100.31666666666666
Tranching_Safety,0.25,1.75,0.09,0.04,0.0,1.2,-60.0,1.5624304473625639,1.0238148230580901,92.37302470509682
Tranching_Safety,0.25,1.75,0.09,0.04,0.1,0.6,-58.19451907576572,0.7812152236812819,0.5119074115290451,107.4643199828547
Tranching_Safety,0.25,1.75,0.09,0.04,0.1,0.8986,-58.19451907576572,1.17,0.7666666666666666,99.59447429697295
Tranching_Safety,0.25,1.75,0.09,0.04,0.1,1.2,-58.19451907576572,1.5624304473625639,1.0238148230580901,91.65083233540311
Tranching_Safety,0.25,1.75,0.09,0.04,0.15,0.6,-57.119828049435796,0.7812152236812819,0.5119074115290451,107.03444357232274
Tranching_Safety,0.25,1.75,0.09,0.04,0.15,0.8986,-57.119828049435796,1.17,0.7666666666666666,99.16459788644099
Tranching_Safety,0.25,1.75,0.09,0.04,0.15,1.2,-57.119828049435796,1.5624304473625639,1.0238148230580901,91.22095592487113
Tranching_Safety,0.25,2.0,0.06,0.02,0.0,0.6,-60.0,0.8012463832628532,0.43877778131061007,108.47108200057231
Tranching_Safety,0.25,2.0,0.06,0.02,0.0,0.8986,-60.0,1.2,0.657142857142857,100.74285714285715
Tranching_Safety,0.25,2.0,0.06,0.02,0.0,1.2,-60.0,1.6024927665257065,0.8775555626212201,92.94216400114465
Tranching_Safety,0.25,2.0,0.06,0.02,0.1,0.6,-58.13953488372092,0.8012463832628532,0.43877778131061007,107.72689595406068
Tranching_Safety,0.25,2.0,0.06,0.02,0.1,0.8986,-58.13953488372092,1.2,0.657142857142857,99.99867109634552
Tranching_Safety,0.25,2.0,0.06,0.02,0.1,1.2,-58.13953488372092,1.6024927665257065,0.8775555626212201,92.19797795463302
Tranching_Safety,0.25,2.0,0.06,0.02,0.15,0.6,-57.0578691184424,0.8012463832628532,0.43877778131061007,107.29422964794927
Tranching_Safety,0.25,2.0,0.06,0.02,0.15,0.8986,-57.0578691184424,1.2,0.657142857142857,99.5660047902341
Tranching_Safety,0.25,2.0,0.06,0.02,0.15,1.2,-57.0578691184424,1.6024927665257065,0.8775555626212201,91.7653116485216
Tranching_Safety,0.25,2.0,0.06,0.03,0.0,0.6,-60.0,0.8012463832628532,0.43877778131061007,108.47108200057231
Tranching_Safety,0.25,2.0,0.06,0.03,0.0,0.8986,-60.0,1.2,0.657142857142857,100.74285714285715
Tranching_Safety,0.25,2.0,0.06,0.03,0.0,1.2,-60.0,1.6024927665257065,0.8775555626212201,92.94216400114465
Tranching_Safety,0.25,2.0,0.06,0.03,0.1,0.6,-58.03136830719306,0.8012463832628532,0.43877778131061007,107.68362932344954
Tranching_Safety,0.25,2.0,0.06,0.03,0.1,0.8986,-58.03136830719306,1.2,0.657142857142857,99.95540446573438
Tranching_Safety,0.25,2.0,0.06,0.03,0.1,1.2,-58.03136830719306,1.6024927665257065,0.8775555626212201,92.15471132402187
Tranching_Safety,0.25,2.0,0.06,0.03,0.15,0.6,-56.94970254191454,0.8012463832628532,0.43877778131061007,107.25096301733812
Tranching_Safety,0.25,2.0,0.06,0.03,0.15,0.8986,-56.94970254191454,1.2,0.657142857142857,99.52273815962296
Tranching_Safety,0.25,2.0,0.06,0.03,0.15,1.2,-56.94970254191454,1.6024927665257065,0.8775555626212201,91.72204501791046
Tranching_Safety,0.25,2.0,0.06,0.04,0.0,0.6,-60.0,0.8012463832628532,0.43877778131061007,108.47108200057231
Tranching_Safety,0.25,2.0,0.06,0.04,0.0,0.8986,-60.0,1.2,0.657142857142857,100.74285714285715
Tranching_Safety,0.25,2.0,0.06,0.04,0.0,1.2,-60.0,1.6024927665257065,0.8775555626212201,92.94216400114465
Tranching_Safety,0.25,2.0,0.06,0.04,0.1,0.6,-57.92320173066523,0.8012463832628532,0.43877778131061007,107.64036269283841
Tranching_Safety,0.25,2.0,0.06,0.04,0.1,0.8986,-57.92320173066523,1.2,0.657142857142857,99.91213783512325
Tranching_Safety,0.25,2.0,0.06,0.04,0.1,1.2,-57.92320173066523,1.6024927665257065,0.8775555626212201,92.11144469341073
Tranching_Safety,0.25,2.0,0.06,0.04,0.15,0.6,-56.841535965386704,0.8012463832628532,0.43877778131061007,107.207696386727
Tranching_Safety,0.25,2.0,0.06,0.04,0.15,0.8986,-56.841535965386704,1.2,0.657142857142857,99.47947152901183
Tranching_Safety,0.25,2.0,0.06,0.04,0.15,1.2,-56.841535965386704,1.6024927665257065,0.8775555626212201,91.67877838729933
Tranching_Safety,0.25,2.0,0.073,0.02,0.0,0.6,-60.0,0.8012463832628532,0.43877778131061007,108.47108200057231
Tranching_Safety,0.25,2.0,0.073,0.02,0.0,0.8986,-60.0,1.2,0.657142857142857,100.74285714285715
Tranching_Safety,0.25,2.0,0.073,0.02,0.0,1.2,-60.0,1.6024927665257065,0.8775555626212201,92.94216400114465
Tranching_Safety,0.25,2.0,0.073,0.02,0.1,0.6,-58.256930212490566,0.8012463832628532,0.43877778131061007,107.77385408556853
Tranching_Safety,0.25,2.0,0.073,0.02,0.1,0.8986,-58.256930212490566,1.2,0.657142857142857,100.04562922785337
Tranching_Safety,0.25,2.0,0.073,0.02,0.1,1.2,-58.256930212490566,1.6024927665257065,0.8775555626212201,92.24493608614088
Tranching_Safety,0.25,2.0,0.073,0.02,0.15,0.6,-57.17829791823967,0.8012463832628532,0.43877778131061007,107.34240116786818
Tranching_Safety,0.25,2.0,0.073,0.02,0.15,0.8986,-57.17829791823967,1.2,0.657142857142857,99.61417631015301
Tranching_Safety,0.25,2.0,0.073,0.02,0.15,1.2,-57.17829791823967,1.6024927665257065,0.8775555626212201,91.81348316844051
Tranching_Safety,0.25,2.0,0.073,0.03,0.0,0.6,-60.0,0.8012463832628532,0.43877778131061007,108.47108200057231
Tranching_Safety,0.25,2.0,0.073,0.03,0.0,0.8986,-60.0,1.2,0.657142857142857,100.74285714285715
Tranching_Safety,0.25,2.0,0.073,0.03,0.0,1.2,-60.0,1.6024927665257065,0.8775555626212201,92.94216400114465
Tranching_Safety,0.25,2.0,0.073,0.03,0.1,0.6,-58.14906698306548,0.8012463832628532,0.43877778131061007,107.7307087937985
Tranching_Safety,0.25,2.0,0.073,0.03,0.1,0.8986,-58.14906698306548,1.2,0.657142857142857,100.00248393608334
Tranching_Safety,0.25,2.0,0.073,0.03,0.1,1.2,-58.14906698306548,1.6024927665257065,0.8775555626212201,92.20179079437084
Tranching_Safety,0.25,2.0,0.073,0.03,0.15,0.6,-57.07043468881457,0.8012463832628532,0.43877778131061007,107.29925587609814
Tranching_Safety,0.25,2.0,0.073,0.03,0.15,0.8986,-57.07043468881457,1.2,0.657142857142857,99.57103101838298
Tranching_Safety,0.25,2.0,0.073,0.03,0.15,1.2,-57.07043468881457,1.6024927665257065,0.8775555626212201,91.77033787667048
Tranching_Safety,0.25,2.0,0.073,0.04,0.0,0.6,-60.0,0.8012463832628532,0.43877778131061007,108.47108200057231
Tranching_Safety,0.25,2.0,0.073,0.04,0.0,0.8986,-60.0,1.2,0.657142857142857,100.74285714285715
Tranching_Safety,0.25,2.0,0.073,0.04,0.0,1.2,-60.0,1.6024927665257065,0.8775555626212201,92.94216400114465
Tranching_Safety,0.25,2.0,0.073,0.04,0.1,0.6,-58.04120375364039,0.8012463832628532,0.43877778131061007,107.68756350202847
Tranching_Safety,0.25,2.0,0.073,0.04,0.1,0.8986,-58.04120375364039,1.2,0.657142857142857,99.9593386443133
Tranching_Safety,0.25,2.0,0.073,0.04,0.1,1.2,-58.04120375364039,1.6024927665257065,0.8775555626212201,92.1586455026008
Tranching_Safety,0.25,2.0,0.073,0.04,0.15,0.6,-56.9625714593895,0.8012463832628532,0.43877778131061007,107.25611058432811
Tranching_Safety,0.25,2.0,0.073,0.04,0.15,0.8986,-56.9625714593895,1.2,0.657142857142857,99.52788572661295
Tranching_Safety,0.25,2.0,0.073,0.04,0.15,1.2,-56.9625714593895,1.6024927665257065,0.8775555626212201,91.72719258490045
Tranching_Safety,0.25,2.0,0.09,0.02,0.0,0.6,-60.0,0.8012463832628532,0.43877778131061007,108.47108200057231
Tranching_Safety,0.25,2.0,0.09,0.02,0.0,0.8986,-60.0,1.2,0.657142857142857,100.74285714285715
Tranching_Safety,0.25,2.0,0.09,0.02,0.0,1.2,-60.0,1.6024927665257065,0.8775555626212201,92.94216400114465
Tranching_Safety,0.25,2.0,0.09,0.02,0.1,0.6,-58.409457281031706,0.8012463832628532,0.43877778131061007,107.83486491298498
Tranching_Safety,0.25,2.0,0.09,0.02,0.1,0.8986,-58.409457281031706,1.2,0.657142857142857,100.10664005526982
Tranching_Safety,0.25,2.0,0.09,0.02,0.1,1.2,-58.409457281031706,1.6024927665257065,0.8775555626212201,92.30594691355734
Tranching_Safety,0.25,2.0,0.09,0.02,0.15,0.6,-57.334766254701776,0.8012463832628532,0.43877778131061007,107.40498850245302
Tranching_Safety,0.25,2.0,0.09,0.02,0.15,0.8986,-57.334766254701776,1.2,0.657142857142857,99.67676364473786
Tranching_Safety,0.25,2.0,0.09,0.02,0.15,1.2,-57.334766254701776,1.6024927665257065,0.8775555626212201,91.87607050302536
Tranching_Safety,0.25,2.0,0.09,0.03,0.0,0.6,-60.0,0.8012463832628532,0.43877778131061007,108.47108200057231
Tranching_Safety,0.25,2.0,0.09,0.03,0.0,0.8986,-60.0,1.2,0.657142857142857,100.74285714285715
Tranching_Safety,0.25,2.0,0.09,0.03,0.0,1.2,-60.0,1.6024927665257065,0.8775555626212201,92.94216400114465
Tranching_Safety,0.25,2.0,0.09,0.03,0.1,0.6,-58.30198817839871,0.8012463832628532,0.43877778131061007,107.7918772719318
Tranching_Safety,0.25,2.0,0.09,0.03,0.1,0.8986,-58.30198817839871,1.2,0.657142857142857,100.06365241421663
Tranching_Safety,0.25,2.0,0.09,0.03,0.1,1.2,-58.30198817839871,1.6024927665257065,0.8775555626212201,92.26295927250413
Tranching_Safety,0.25,2.0,0.09,0.03,0.15,0.6,-57.22729715206878,0.8012463832628532,0.43877778131061007,107.36200086139982
Tranching_Safety,0.25,2.0,0.09,0.03,0.15,0.8986,-57.22729715206878,1.2,0.657142857142857,99.63377600368466
Tranching_Safety,0.25,2.0,0.09,0.03,0.15,1.2,-57.22729715206878,1.6024927665257065,0.8775555626212201,91.83308286197216
Tranching_Safety,0.25,2.0,0.09,0.04,0.0,0.6,-60.0,0.8012463832628532,0.43877778131061007,108.47108200057231
Tranching_Safety,0.25,2.0,0.09,0.04,0.0,0.8986,-60.0,1.2,0.657142857142857,100.74285714285715
Tranching_Safety,0.25,2.0,0.09,0.04,0.0,1.2,-60.0,1.6024927665257065,0.8775555626212201,92.94216400114465
Tranching_Safety,0.25,2.0,0.09,0.04,0.1,0.6,-58.19451907576572,0.8012463832628532,0.43877778131061007,107.7488896308786
Tranching_Safety,0.25,2.0,0.09,0.04,0.1,0.8986,-58.19451907576572,1.2,0.657142857142857,100.02066477316343
Tranching_Safety,0.25,2.0,0.09,0.04,0.1,1.2,-58.19451907576572,1.6024927665257065,0.8775555626212201,92.21997163145093
Tranching_Safety,0.25,2.0,0.09,0.04,0.15,0.6,-57.119828049435796,0.8012463832628532,0.43877778131061007,107.31901322034662
Tranching_Safety,0.25,2.0,0.09,0.04,0.15,0.8986,-57.119828049435796,1.2,0.657142857142857,99.59078836263146
Tranching_Safety,0.25,2.0,0.09,0.04,0.15,1.2,-57.119828049435796,1.6024927665257065,0.8775555626212201,91.79009522091897
Tranching_Safety,0.25,2.5,0.06,0.02,0.0,0.6,-60.0,0.841308702425996,0.34127160768603004,108.65019660212182
Tranching_Safety,0.25,2.5,0.06,0.02,0.0,0.8986,-60.0,1.26,0.5111111111111111,101.0111111111111
Tranching_Safety,0.25,2.5,0.06,0.02,0.0,1.2,-60.0,1.682617404851992,0.6825432153720601,93.30039320424363
Tranching_Safety,0.25,2.5,0.06,0.02,0.1,0.6,-58.13953488372092,0.841308702425996,0.34127160768603004,107.9060105556102
Tranching_Safety,0.25,2.5,0.06,0.02,0.1,0.8986,-58.13953488372092,1.26,0.5111111111111111,100.26692506459948
Tranching_Safety,0.25,2.5,0.06,0.02,0.1,1.2,-58.13953488372092,1.682617404851992,0.6825432153720601,92.556207157732
Tranching_Safety,0.25,2.5,0.06,0.02,0.15,0.6,-57.0578691184424,0.841308702425996,0.34127160768603004,107.47334424949878
Tranching_Safety,0.25,2.5,0.06,0.02,0.15,0.8986,-57.0578691184424,1.26,0.5111111111111111,99.83425875848806
Tranching_Safety,0.25,2.5,0.06,0.02,0.15,1.2,-57.0578691184424,1.682617404851992,0.6825432153720601,92.12354085162059
Tranching_Safety,0.25,2.5,0.06,0.03,0.0,0.6,-60.0,0.841308702425996,0.34127160768603004,108.65019660212182
Tranching_Safety,0.25,2.5,0.06,0.03,0.0,0.8986,-60.0,1.26,0.5111111111111111,101.0111111111111
Tranching_Safety,0.25,2.5,0.06,0.03,0.0,1.2,-60.0,1.682617404851992,0.6825432153720601,93.30039320424363
