path_id,annualized_peg_vol,max_drawdown_pct,burn_avax,n_upward,n_downward,max_solvency_gap
108,0.0,0.0,312000.00000000297,494,2,0.0
109,0.0,0.0,312000.00000000297,639,1,0.0
110,0.0,0.0,312000.00000000297,368,2,0.0
111,0.0,0.0,312000.00000000297,224,1,0.0
112,0.0,0.0,312000.00000000297,610,2,0.0
113,0.0,0.0,312000.00000000297,680,1,0.0
114,0.0,0.0,312000.00000000297,618,1,0.0
115,0.0,0.0,312000.00000000297,662,1,0.0
116,0.0,0.0,312000.00000000297,690,1,0.0
117,0.0,0.0,312000.00000000297,660,1,0.0
118,0.0,0.0,312000.00000000297,612,1,0.0
119,0.0,0.0,312000.00000000297,543,1,0.0
120,0.0,0.0,312000.00000000297,484,1,0.0
121,0.0,0.0,312000.00000000297,566,2,0.0
122,0.0,0.0,312000.00000000297,615,1,0.0
123,0.0,0.0,312000.00000000297,624,1,0.0
124,0.0,0.0,312000.00000000297,660,1,0.0
125,0.0,0.0,312000.00000000297,640,1,0.0
126,0.0,0.0,312000.00000000297,499,2,0.0
127,0.0,0.0,312000.00000000297,709,1,0.0
128,0.0,0.0,312000.00000000297,696,1,0.0
129,0.0,0.0,312000.00000000297,639,1,0.0
130,0.0,0.0,312000.00000000297,691,1,0.0
131,0.0,0.0,312000.00000000297,496,2,0.0
132,0.0,0.0,312000.00000000297,713,1,0.0
133,0.0,0.0,312000.00000000297,597,1,0.0
134,0.0,0.0,312000.00000000297,584,2,0.0
135,0.0,0.0,312000.00000000297,694,1,0.0
136,0.0,0.0,312000.00000000297,372,1,0.0
137,0.0,0.0,312000.00000000297,551,1,0.0
138,0.0,0.0,312000.00000000297,668,2,0.0
139,0.0,0.0,312000.00000000297,588,2,0.0
140,0.0,0.0,312000.00000000297,331,1,0.0
141,0.0,0.0,312000.00000000297,498,1,0.0
142,0.0,0.0,312000.00000000297,700,1,0.0
143,0.0,0.0,312000.00000000297,627,1,0.0
144,0.0,0.0,312000.00000000297,651,1,0.0
145,0.0,0.0,312000.00000000297,628,1,0.0
146,0.0,0.0,312000.00000000297,529,2,0.0
147,0.0,0.0,312000.00000000297,630,1,0.0
148,0.0,0.0,312000.00000000297,698,1,0.0
149,0.0,0.0,312000.00000000297,657,1,0.0
150,0.0,0.0,312000.00000000297,642,1,0.0
151,0.0,0.0,312000.00000000297,696,1,0.0
152,0.0,0.0,312000.00000000297,386,1,0.0
153,0.0,0.0,312000.00000000297,488,1,0.0
154,0.0,0.0,312000.00000000297,491,2,0.0
155,0.0,0.0,312000.00000000297,708,1,0.0
156,0.0,0.0,312000.00000000297,670,1,0.0
157,0.0,0.0,312000.00000000297,488,2,0.0
158,0.0,0.0,312000.00000000297,574,2,0.0
159,0.0,0.0,312000.00000000297,0,0,0.0
160,0.0,0.0,312000.00000000297,690,1,0.0
